state,county,candidate,total votes
wisconsin,menominee,Joe Biden,1590
wisconsin,milwaukee,Joe Biden,458971
wisconsin,monroe,Donald Trump,22611
wisconsin,oconto,Donald Trump,23215
wisconsin,oneida,Donald Trump,24159
wisconsin,outagamie,Donald Trump,108022
wisconsin,ozaukee,Donald Trump,61486
wisconsin,pepin,Donald Trump,4144
wisconsin,pierce,Donald Trump,23317
wisconsin,polk,Donald Trump,26371
wisconsin,portage,Joe Biden,40603
wisconsin,price,Donald Trump,8546
wisconsin,racine,Donald Trump,106451
wisconsin,richland,Donald Trump,9014
wisconsin,rock,Joe Biden,85360
wisconsin,rusk,Donald Trump,7886
wisconsin,sauk,Joe Biden,36203
wisconsin,sawyer,Donald Trump,10510
wisconsin,shawano,Donald Trump,22615
wisconsin,sheboygan,Donald Trump,66011
wisconsin,st. croix,Donald Trump,56707
wisconsin,taylor,Donald Trump,10686
wisconsin,trempealeau,Donald Trump,15380
wisconsin,vernon,Donald Trump,15923
wisconsin,vilas,Donald Trump,15369
wisconsin,walworth,Donald Trump,57600
wisconsin,washburn,Donald Trump,10378
wisconsin,washington,Donald Trump,88070
wisconsin,waukesha,Donald Trump,267996
wisconsin,waupaca,Donald Trump,29130
wisconsin,waushara,Donald Trump,13568
wisconsin,winnebago,Donald Trump,94032
wisconsin,wood,Donald Trump,41298
wyoming,albany,Joe Biden,18617
wyoming,big horn,Donald Trump,5752
wyoming,campbell,Donald Trump,19566
wyoming,carbon,Donald Trump,6664
wyoming,converse,Donald Trump,6970
wyoming,crook,Donald Trump,4119
wyoming,fremont,Donald Trump,18111
wyoming,goshen,Donald Trump,6241
wyoming,hot springs,Donald Trump,2577
wyoming,johnson,Donald Trump,4914
wyoming,laramie,Donald Trump,44982
wyoming,lincoln,Donald Trump,10468
wyoming,natrona,Donald Trump,35202
wyoming,niobrara,Donald Trump,1308
wyoming,park,Donald Trump,16717
wyoming,platte,Donald Trump,4923
wyoming,sheridan,Donald Trump,16428
wyoming,sublette,Donald Trump,4970
wyoming,sweetwater,Donald Trump,16603
wyoming,teton,Joe Biden,14677
wyoming,uinta,Donald Trump,9402
wyoming,washakie,Donald Trump,4012
wyoming,weston,Donald Trump,3542
