state,county,candidate,party,candidate votes,total votes
iowa,clay,Hillary Clinton,democrat,2249,8617
iowa,clay,Donald Trump,republican,5877,8617
iowa,clay,Other,NA,491,8617
iowa,clayton,Hillary Clinton,democrat,3237,9129
iowa,clayton,Donald Trump,republican,5317,9129
iowa,clayton,Other,NA,575,9129
iowa,clinton,Hillary Clinton,democrat,10095,23067
iowa,clinton,Donald Trump,republican,11276,23067
iowa,clinton,Other,NA,1696,23067
iowa,crawford,Hillary Clinton,democrat,1991,6935
iowa,crawford,Donald Trump,republican,4617,6935
iowa,crawford,Other,NA,327,6935
iowa,dallas,Hillary Clinton,democrat,15701,38252
iowa,dallas,Donald Trump,republican,19339,38252
iowa,dallas,Other,NA,3212,38252
iowa,davis,Hillary Clinton,democrat,977,3882
iowa,davis,Donald Trump,republican,2723,3882
iowa,davis,Other,NA,182,3882
iowa,decatur,Hillary Clinton,democrat,1201,3734
iowa,decatur,Donald Trump,republican,2296,3734
iowa,decatur,Other,NA,237,3734
iowa,delaware,Hillary Clinton,democrat,2957,9241
iowa,delaware,Donald Trump,republican,5694,9241
iowa,delaware,Other,NA,590,9241
iowa,des moines,Hillary Clinton,democrat,8212,19103
iowa,des moines,Donald Trump,republican,9529,19103
iowa,des moines,Other,NA,1362,19103
iowa,dickinson,Hillary Clinton,democrat,3056,10354
iowa,dickinson,Donald Trump,republican,6753,10354
iowa,dickinson,Other,NA,545,10354
iowa,dubuque,Hillary Clinton,democrat,22850,49721
iowa,dubuque,Donald Trump,republican,23460,49721
iowa,dubuque,Other,NA,3411,49721
iowa,emmet,Hillary Clinton,democrat,1357,4753
iowa,emmet,Donald Trump,republican,3124,4753
iowa,emmet,Other,NA,272,4753
iowa,fayette,Hillary Clinton,democrat,3689,9975
iowa,fayette,Donald Trump,republican,5620,9975
iowa,fayette,Other,NA,666,9975
iowa,floyd,Hillary Clinton,democrat,3179,8060
iowa,floyd,Donald Trump,republican,4375,8060
iowa,floyd,Other,NA,506,8060
iowa,franklin,Hillary Clinton,democrat,1493,4968
iowa,franklin,Donald Trump,republican,3163,4968
iowa,franklin,Other,NA,312,4968
iowa,fremont,Hillary Clinton,democrat,963,3595
iowa,fremont,Donald Trump,republican,2407,3595
iowa,fremont,Other,NA,225,3595
iowa,greene,Hillary Clinton,democrat,1691,4821
iowa,greene,Donald Trump,republican,2820,4821
iowa,greene,Other,NA,310,4821
iowa,grundy,Hillary Clinton,democrat,1856,6872
iowa,grundy,Donald Trump,republican,4527,6872
iowa,grundy,Other,NA,489,6872
iowa,guthrie,Hillary Clinton,democrat,1732,5750
iowa,guthrie,Donald Trump,republican,3628,5750
iowa,guthrie,Other,NA,390,5750
iowa,hamilton,Hillary Clinton,democrat,2726,7694
iowa,hamilton,Donald Trump,republican,4463,7694
iowa,hamilton,Other,NA,505,7694
iowa,hancock,Hillary Clinton,democrat,1587,5871
iowa,hancock,Donald Trump,republican,3977,5871
iowa,hancock,Other,NA,307,5871
iowa,hardin,Hillary Clinton,democrat,2787,8533
iowa,hardin,Donald Trump,republican,5254,8533
iowa,hardin,Other,NA,492,8533
iowa,harrison,Hillary Clinton,democrat,2131,7465
iowa,harrison,Donald Trump,republican,4902,7465
iowa,harrison,Other,NA,432,7465
iowa,henry,Hillary Clinton,democrat,2904,9404
iowa,henry,Donald Trump,republican,5779,9404
iowa,henry,Other,NA,721,9404
iowa,howard,Hillary Clinton,democrat,1677,4559
iowa,howard,Donald Trump,republican,2611,4559
iowa,howard,Other,NA,271,4559
iowa,humboldt,Hillary Clinton,democrat,1252,5087
iowa,humboldt,Donald Trump,republican,3568,5087
iowa,humboldt,Other,NA,267,5087
iowa,ida,Hillary Clinton,democrat,792,3612
iowa,ida,Donald Trump,republican,2655,3612
iowa,ida,Other,NA,165,3612
iowa,iowa,Hillary Clinton,democrat,3084,8904
iowa,iowa,Donald Trump,republican,5205,8904
iowa,iowa,Other,NA,615,8904
iowa,jackson,Hillary Clinton,democrat,3837,10310
iowa,jackson,Donald Trump,republican,5824,10310
iowa,jackson,Other,NA,649,10310
iowa,jasper,Hillary Clinton,democrat,7109,19034
iowa,jasper,Donald Trump,republican,10560,19034
iowa,jasper,Other,NA,1365,19034
iowa,jefferson,Hillary Clinton,democrat,3710,8156
iowa,jefferson,Donald Trump,republican,3748,8156
iowa,jefferson,Other,NA,698,8156
iowa,johnson,Hillary Clinton,democrat,50200,76940
iowa,johnson,Donald Trump,republican,21044,76940
iowa,johnson,Other,NA,5696,76940
iowa,jones,Hillary Clinton,democrat,3787,10133
iowa,jones,Donald Trump,republican,5720,10133
iowa,jones,Other,NA,626,10133
iowa,keokuk,Hillary Clinton,democrat,1342,4985
iowa,keokuk,Donald Trump,republican,3390,4985
iowa,keokuk,Other,NA,253,4985
iowa,kossuth,Hillary Clinton,democrat,2543,8607
iowa,kossuth,Donald Trump,republican,5653,8607
iowa,kossuth,Other,NA,411,8607
iowa,lee,Hillary Clinton,democrat,6215,16151
iowa,lee,Donald Trump,republican,8803,16151
iowa,lee,Other,NA,1133,16151
iowa,linn,Hillary Clinton,democrat,58935,117098
iowa,linn,Donald Trump,republican,48390,117098
iowa,linn,Other,NA,9773,117098
iowa,louisa,Hillary Clinton,democrat,1648,5008
iowa,louisa,Donald Trump,republican,3069,5008
iowa,louisa,Other,NA,291,5008
iowa,lucas,Hillary Clinton,democrat,1239,4354
iowa,lucas,Donald Trump,republican,2877,4354
iowa,lucas,Other,NA,238,4354
iowa,lyon,Hillary Clinton,democrat,920,6377
iowa,lyon,Donald Trump,republican,5192,6377
iowa,lyon,Other,NA,265,6377
iowa,madison,Hillary Clinton,democrat,2678,8636
iowa,madison,Donald Trump,republican,5360,8636
iowa,madison,Other,NA,598,8636
iowa,mahaska,Hillary Clinton,democrat,2619,10632
iowa,mahaska,Donald Trump,republican,7432,10632
iowa,mahaska,Other,NA,581,10632
iowa,marion,Hillary Clinton,democrat,5482,17816
iowa,marion,Donald Trump,republican,10962,17816
iowa,marion,Other,NA,1372,17816
iowa,marshall,Hillary Clinton,democrat,7652,17980
iowa,marshall,Donald Trump,republican,9146,17980
iowa,marshall,Other,NA,1182,17980
iowa,mills,Hillary Clinton,democrat,2090,7698
iowa,mills,Donald Trump,republican,5067,7698
iowa,mills,Other,NA,541,7698
iowa,mitchell,Hillary Clinton,democrat,1888,5417
iowa,mitchell,Donald Trump,republican,3190,5417
iowa,mitchell,Other,NA,339,5417
iowa,monona,Hillary Clinton,democrat,1247,4572
iowa,monona,Donald Trump,republican,3120,4572
iowa,monona,Other,NA,205,4572
iowa,monroe,Hillary Clinton,democrat,1056,3865
iowa,monroe,Donald Trump,republican,2638,3865
iowa,monroe,Other,NA,171,3865
iowa,montgomery,Hillary Clinton,democrat,1314,5044
iowa,montgomery,Donald Trump,republican,3436,5044
iowa,montgomery,Other,NA,294,5044
iowa,muscatine,Hillary Clinton,democrat,8368,19434
iowa,muscatine,Donald Trump,republican,9584,19434
iowa,muscatine,Other,NA,1482,19434
iowa,o'brien,Hillary Clinton,democrat,1315,7406
iowa,o'brien,Donald Trump,republican,5752,7406
iowa,o'brien,Other,NA,339,7406
iowa,osceola,Hillary Clinton,democrat,552,3213
iowa,osceola,Donald Trump,republican,2531,3213
iowa,osceola,Other,NA,130,3213
iowa,page,Hillary Clinton,democrat,1807,7044
iowa,page,Donald Trump,republican,4893,7044
iowa,page,Other,NA,344,7044
iowa,palo alto,Hillary Clinton,democrat,1398,4703
iowa,palo alto,Donald Trump,republican,3081,4703
iowa,palo alto,Other,NA,224,4703
iowa,plymouth,Hillary Clinton,democrat,2885,13190
iowa,plymouth,Donald Trump,republican,9680,13190
iowa,plymouth,Other,NA,625,13190
iowa,pocahontas,Hillary Clinton,democrat,963,3865
iowa,pocahontas,Donald Trump,republican,2702,3865
iowa,pocahontas,Other,NA,200,3865
iowa,polk,Hillary Clinton,democrat,119804,231555
iowa,polk,Donald Trump,republican,93492,231555
iowa,polk,Other,NA,18259,231555
iowa,pottawattamie,Hillary Clinton,democrat,15355,42680
iowa,pottawattamie,Donald Trump,republican,24447,42680
iowa,pottawattamie,Other,NA,2878,42680
iowa,poweshiek,Hillary Clinton,democrat,4304,9833
iowa,poweshiek,Donald Trump,republican,4946,9833
iowa,poweshiek,Other,NA,583,9833
iowa,ringgold,Hillary Clinton,democrat,753,2707
iowa,ringgold,Donald Trump,republican,1824,2707
iowa,ringgold,Other,NA,130,2707
iowa,sac,Hillary Clinton,democrat,1270,5212
iowa,sac,Donald Trump,republican,3703,5212
iowa,sac,Other,NA,239,5212
iowa,scott,Hillary Clinton,democrat,40440,86220
iowa,scott,Donald Trump,republican,39149,86220
iowa,scott,Other,NA,6631,86220
iowa,shelby,Hillary Clinton,democrat,1662,6370
iowa,shelby,Donald Trump,republican,4362,6370
iowa,shelby,Other,NA,346,6370
iowa,sioux,Hillary Clinton,democrat,2300,18194
iowa,sioux,Donald Trump,republican,14785,18194
iowa,sioux,Other,NA,1109,18194
iowa,story,Hillary Clinton,democrat,25709,50667
iowa,story,Donald Trump,republican,19458,50667
iowa,story,Other,NA,5500,50667
iowa,tama,Hillary Clinton,democrat,3196,8752
iowa,tama,Donald Trump,republican,4971,8752
iowa,tama,Other,NA,585,8752
iowa,taylor,Hillary Clinton,democrat,758,3029
iowa,taylor,Donald Trump,republican,2111,3029
iowa,taylor,Other,NA,160,3029
iowa,union,Hillary Clinton,democrat,1922,5832
iowa,union,Donald Trump,republican,3525,5832
iowa,union,Other,NA,385,5832
iowa,van buren,Hillary Clinton,democrat,845,3561
iowa,van buren,Donald Trump,republican,2527,3561
iowa,van buren,Other,NA,189,3561
iowa,wapello,Hillary Clinton,democrat,5594,15149
iowa,wapello,Donald Trump,republican,8715,15149
iowa,wapello,Other,NA,840,15149
iowa,warren,Hillary Clinton,democrat,10411,27300
iowa,warren,Donald Trump,republican,14814,27300
iowa,warren,Other,NA,2075,27300
iowa,washington,Hillary Clinton,democrat,3943,10929
iowa,washington,Donald Trump,republican,6173,10929
iowa,washington,Other,NA,813,10929
iowa,wayne,Hillary Clinton,democrat,719,2940
iowa,wayne,Donald Trump,republican,2069,2940
iowa,wayne,Other,NA,152,2940
iowa,webster,Hillary Clinton,democrat,6305,17430
iowa,webster,Donald Trump,republican,10056,17430
iowa,webster,Other,NA,1069,17430
iowa,winnebago,Hillary Clinton,democrat,1931,5787
iowa,winnebago,Donald Trump,republican,3447,5787
iowa,winnebago,Other,NA,409,5787
iowa,winneshiek,Hillary Clinton,democrat,5254,11362
iowa,winneshiek,Donald Trump,republican,5344,11362
iowa,winneshiek,Other,NA,764,11362
iowa,woodbury,Hillary Clinton,democrat,16210,43718
iowa,woodbury,Donald Trump,republican,24727,43718
iowa,woodbury,Other,NA,2781,43718
iowa,worth,Hillary Clinton,democrat,1530,4257
iowa,worth,Donald Trump,republican,2453,4257
iowa,worth,Other,NA,274,4257
iowa,wright,Hillary Clinton,democrat,1896,6026
iowa,wright,Donald Trump,republican,3800,6026
iowa,wright,Other,NA,330,6026
kansas,allen,Hillary Clinton,democrat,1433,5454
kansas,allen,Donald Trump,republican,3651,5454
kansas,allen,Other,NA,370,5454
kansas,anderson,Hillary Clinton,democrat,672,3350
kansas,anderson,Donald Trump,republican,2435,3350
kansas,anderson,Other,NA,243,3350
kansas,atchison,Hillary Clinton,democrat,1989,6575
kansas,atchison,Donald Trump,republican,4049,6575
kansas,atchison,Other,NA,537,6575
kansas,barber,Hillary Clinton,democrat,286,2252
kansas,barber,Donald Trump,republican,1850,2252
kansas,barber,Other,NA,116,2252
kansas,barton,Hillary Clinton,democrat,1839,10269
kansas,barton,Donald Trump,republican,7888,10269
kansas,barton,Other,NA,542,10269
kansas,bourbon,Hillary Clinton,democrat,1336,6093
kansas,bourbon,Donald Trump,republican,4424,6093
kansas,bourbon,Other,NA,333,6093
kansas,brown,Hillary Clinton,democrat,863,4036
kansas,brown,Donald Trump,republican,2906,4036
kansas,brown,Other,NA,267,4036
kansas,butler,Hillary Clinton,democrat,6573,27657
kansas,butler,Donald Trump,republican,19073,27657
kansas,butler,Other,NA,2011,27657
kansas,chase,Hillary Clinton,democrat,316,1369
kansas,chase,Donald Trump,republican,969,1369
kansas,chase,Other,NA,84,1369
kansas,chautauqua,Hillary Clinton,democrat,197,1481
kansas,chautauqua,Donald Trump,republican,1236,1481
kansas,chautauqua,Other,NA,48,1481
kansas,cherokee,Hillary Clinton,democrat,2005,8620
kansas,cherokee,Donald Trump,republican,6182,8620
kansas,cherokee,Other,NA,433,8620
kansas,cheyenne,Hillary Clinton,democrat,181,1407
kansas,cheyenne,Donald Trump,republican,1173,1407
kansas,cheyenne,Other,NA,53,1407
kansas,clark,Hillary Clinton,democrat,120,1005
kansas,clark,Donald Trump,republican,825,1005
kansas,clark,Other,NA,60,1005
kansas,clay,Hillary Clinton,democrat,677,3820
kansas,clay,Donald Trump,republican,2891,3820
kansas,clay,Other,NA,252,3820
kansas,cloud,Hillary Clinton,democrat,761,3930
kansas,cloud,Donald Trump,republican,2919,3930
kansas,cloud,Other,NA,250,3930
kansas,coffey,Hillary Clinton,democrat,727,4068
kansas,coffey,Donald Trump,republican,3050,4068
kansas,coffey,Other,NA,291,4068
kansas,comanche,Hillary Clinton,democrat,102,867
kansas,comanche,Donald Trump,republican,715,867
kansas,comanche,Other,NA,50,867
kansas,cowley,Hillary Clinton,democrat,3551,12621
kansas,cowley,Donald Trump,republican,8270,12621
kansas,cowley,Other,NA,800,12621
kansas,crawford,Hillary Clinton,democrat,5199,14891
kansas,crawford,Donald Trump,republican,8624,14891
kansas,crawford,Other,NA,1068,14891
kansas,decatur,Hillary Clinton,democrat,178,1452
kansas,decatur,Donald Trump,republican,1210,1452
kansas,decatur,Other,NA,64,1452
kansas,dickinson,Hillary Clinton,democrat,1609,8210
kansas,dickinson,Donald Trump,republican,6029,8210
kansas,dickinson,Other,NA,572,8210
kansas,doniphan,Hillary Clinton,democrat,587,3378
kansas,doniphan,Donald Trump,republican,2606,3378
kansas,doniphan,Other,NA,185,3378
kansas,douglas,Hillary Clinton,democrat,31195,50087
kansas,douglas,Donald Trump,republican,14688,50087
kansas,douglas,Other,NA,4204,50087
kansas,edwards,Hillary Clinton,democrat,212,1319
kansas,edwards,Donald Trump,republican,1037,1319
kansas,edwards,Other,NA,70,1319
kansas,elk,Hillary Clinton,democrat,160,1259
kansas,elk,Donald Trump,republican,1048,1259
kansas,elk,Other,NA,51,1259
kansas,ellis,Hillary Clinton,democrat,2742,11947
kansas,ellis,Donald Trump,republican,8466,11947
kansas,ellis,Other,NA,739,11947
kansas,ellsworth,Hillary Clinton,democrat,521,2679
kansas,ellsworth,Donald Trump,republican,1969,2679
kansas,ellsworth,Other,NA,189,2679
kansas,finney,Hillary Clinton,democrat,3195,10159
kansas,finney,Donald Trump,republican,6350,10159
kansas,finney,Other,NA,614,10159
kansas,ford,Hillary Clinton,democrat,2149,7718
kansas,ford,Donald Trump,republican,5114,7718
kansas,ford,Other,NA,455,7718
kansas,franklin,Hillary Clinton,democrat,2892,10965
kansas,franklin,Donald Trump,republican,7185,10965
kansas,franklin,Other,NA,888,10965
kansas,geary,Hillary Clinton,democrat,2722,7504
kansas,geary,Donald Trump,republican,4274,7504
kansas,geary,Other,NA,508,7504
kansas,gove,Hillary Clinton,democrat,149,1343
kansas,gove,Donald Trump,republican,1140,1343
kansas,gove,Other,NA,54,1343
kansas,graham,Hillary Clinton,democrat,188,1284
kansas,graham,Donald Trump,republican,1025,1284
kansas,graham,Other,NA,71,1284
kansas,grant,Hillary Clinton,democrat,441,2389
kansas,grant,Donald Trump,republican,1804,2389
kansas,grant,Other,NA,144,2389
kansas,gray,Hillary Clinton,democrat,263,2066
kansas,gray,Donald Trump,republican,1698,2066
kansas,gray,Other,NA,105,2066
kansas,greeley,Hillary Clinton,democrat,83,650
kansas,greeley,Donald Trump,republican,534,650
kansas,greeley,Other,NA,33,650
kansas,greenwood,Hillary Clinton,democrat,485,2840
kansas,greenwood,Donald Trump,republican,2160,2840
kansas,greenwood,Other,NA,195,2840
kansas,hamilton,Hillary Clinton,democrat,121,876
kansas,hamilton,Donald Trump,republican,705,876
kansas,hamilton,Other,NA,50,876
kansas,harper,Hillary Clinton,democrat,393,2578
kansas,harper,Donald Trump,republican,1996,2578
kansas,harper,Other,NA,189,2578
kansas,harvey,Hillary Clinton,democrat,5068,14916
kansas,harvey,Donald Trump,republican,8668,14916
kansas,harvey,Other,NA,1180,14916
kansas,haskell,Hillary Clinton,democrat,245,1354
kansas,haskell,Donald Trump,republican,1040,1354
kansas,haskell,Other,NA,69,1354
kansas,hodgeman,Hillary Clinton,democrat,124,1017
kansas,hodgeman,Donald Trump,republican,855,1017
kansas,hodgeman,Other,NA,38,1017
kansas,jackson,Hillary Clinton,democrat,1512,5818
kansas,jackson,Donald Trump,republican,3939,5818
kansas,jackson,Other,NA,367,5818
kansas,jefferson,Hillary Clinton,democrat,2518,8337
kansas,jefferson,Donald Trump,republican,5213,8337
kansas,jefferson,Other,NA,606,8337
kansas,jewell,Hillary Clinton,democrat,180,1494
kansas,jewell,Donald Trump,republican,1223,1494
kansas,jewell,Other,NA,91,1494
kansas,johnson,Hillary Clinton,democrat,129852,290090
kansas,johnson,Donald Trump,republican,137490,290090
kansas,johnson,Other,NA,22748,290090
kansas,kearny,Hillary Clinton,democrat,174,1316
kansas,kearny,Donald Trump,republican,1075,1316
kansas,kearny,Other,NA,67,1316
kansas,kingman,Hillary Clinton,democrat,599,3334
kansas,kingman,Donald Trump,republican,2530,3334
kansas,kingman,Other,NA,205,3334
kansas,kiowa,Hillary Clinton,democrat,114,1079
kansas,kiowa,Donald Trump,republican,900,1079
kansas,kiowa,Other,NA,65,1079
kansas,labette,Hillary Clinton,democrat,2291,8107
kansas,labette,Donald Trump,republican,5335,8107
kansas,labette,Other,NA,481,8107
kansas,lane,Hillary Clinton,democrat,106,871
kansas,lane,Donald Trump,republican,718,871
kansas,lane,Other,NA,47,871
